random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.1
boundary-sd,0
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,99,[-0.7091999999999999],[-0.705],0.1,0.2,0.25,203
0,2,[0.0618],[0.047],0.1,0.2,0.25,204
0,6,[0.0964],[0.083],0.1,0.2,0.25,204
0,43,[0.26680000000000004],[0.265],0.1,0.2,0.25,204
0,15,[-0.8026000000000001],[-0.804],0.1,0.2,0.25,203
0,31,[-0.899],[-0.916],0.1,0.2,0.25,203
0,56,[0.7016],[0.71],0.1,0.2,0.25,204
0,60,[0.008799999999999999],[-0.012],0.1,0.2,0.25,204
0,93,[-0.1222],[-0.1],0.1,0.2,0.25,203
0,65,[0.6888],[0.694],0.1,0.2,0.25,204
0,95,[0.3668],[0.369],0.1,0.2,0.25,204
0,17,[-0.7308],[-0.724],0.1,0.2,0.25,203
0,49,[0.9324],[0.944],0.1,0.2,0.25,204
0,11,[0.3152],[0.316],0.1,0.2,0.25,204
0,33,[-0.25980000000000003],[-0.259],0.1,0.2,0.25,203
0,84,[-0.3648],[-0.366],0.1,0.2,0.25,203
0,1,[-0.23420000000000002],[-0.227],0.1,0.2,0.25,203
0,32,[-0.968],[-0.991],0.1,0.2,0.25,203
0,46,[0.41559999999999997],[0.412],0.1,0.2,0.25,204
0,72,[0.3252],[0.326],0.1,0.2,0.25,204
0,59,[-0.8848],[-0.903],0.1,0.2,0.25,203
0,83,[-0.4852],[-0.494],0.1,0.2,0.25,203
0,10,[0.1908],[0.189],0.1,0.2,0.25,204
0,85,[0.9682],[0.984],0.1,0.2,0.25,204
0,75,[-0.3216],[-0.318],0.1,0.2,0.25,203
0,66,[0.7674],[0.774],0.1,0.2,0.25,204
0,78,[-0.5826],[-0.577],0.1,0.2,0.25,203
0,23,[-0.1396],[-0.118],0.1,0.2,0.25,203
0,20,[-0.36319999999999997],[-0.364],0.1,0.2,0.25,203
0,18,[0.58],[0.584],0.1,0.2,0.25,204
0,41,[-0.46359999999999996],[-0.469],0.1,0.2,0.25,203
0,80,[-0.7061999999999999],[-0.703],0.1,0.2,0.25,203
0,50,[-0.29719999999999996],[-0.294],0.1,0.2,0.25,203
0,86,[-0.8151999999999999],[-0.818],0.1,0.2,0.25,203
0,42,[-0.9334],[-0.951],0.1,0.2,0.25,203
0,9,[0.6644],[0.666],0.1,0.2,0.25,204
0,3,[0.8298],[0.835],0.1,0.2,0.25,204
0,76,[-0.2],[-0.186],0.1,0.2,0.25,203
0,45,[-0.3934],[-0.396],0.1,0.2,0.25,203
0,57,[0.4864],[0.489],0.1,0.2,0.25,204
0,58,[-0.836],[-0.842],0.1,0.2,0.25,203
0,30,[-0.4668],[-0.473],0.1,0.2,0.25,203
