random-seed,1
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.05
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,5,[-0.235],[-0.174],0.33,0.2,0.25,203
0,87,[0.525],[0.56],0.305,0.2,0.25,204
0,53,[-0.5032],[-0.491],0.296,0.2,0.25,203
0,77,[-0.5968],[-0.608],0.333,0.2,0.25,203
0,70,[0.618],[0.648],0.258,0.2,0.25,204
0,27,[-0.6194],[-0.63],0.232,0.2,0.25,203
0,24,[0.1134],[0.065],0.338,0.2,0.25,204
0,49,[0.179],[0.142],0.322,0.2,0.25,204
0,60,[0.368],[0.375],0.275,0.2,0.25,204
0,97,[0.628],[0.655],0.256,0.2,0.25,204
0,2,[-0.648],[-0.672],0.303,0.2,0.25,203
0,15,[0.24619999999999997],[0.236],0.215,0.2,0.25,204
0,72,[0.12619999999999998],[0.086],0.301,0.2,0.25,204
0,94,[-0.2236],[-0.172],0.303,0.2,0.25,203
0,37,[-0.2092],[-0.154],0.313,0.2,0.25,203
0,38,[0.1638],[0.133],0.27,0.2,0.25,204
0,59,[-0.8978],[-0.935],0.231,0.2,0.25,203
0,32,[0.7132],[0.74],0.238,0.2,0.25,204
0,85,[0.033],[-0.011],0.279,0.2,0.25,204
0,4,[-0.7462],[-0.782],0.301,0.2,0.25,203
0,62,[-0.23199999999999998],[-0.187],0.282,0.2,0.25,203
0,51,[-0.2854],[-0.237],0.301,0.2,0.25,203
0,52,[-0.741],[-0.786],0.336,0.2,0.25,203
0,46,[0.7094],[0.782],0.359,0.2,0.25,204
0,84,[0.263],[0.247],0.304,0.2,0.25,204
0,76,[-0.5984],[-0.61],0.326,0.2,0.25,203
0,71,[-0.3476],[-0.303],0.342,0.2,0.25,203
0,36,[0.4892],[0.52],0.419,0.2,0.25,204
