random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.15
boundary-distribution,normal
SPIRO-mean,0.85
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,62,[0.134],[0.076],0.325,0.2,0.85,206
0,90,[-0.7336],[-0.72],0.433,0.2,0.85,204
0,92,[0.5204],[0.532],0.138,0.2,0.85,206
0,86,[-0.8119999999999999],[-0.818],0.437,0.2,0.85,204
0,77,[0.0126],[0.013],0.056,0.2,0.85,205
0,2,[-0.4542],[-0.494],0.559,0.2,0.85,205
0,21,[-0.4662],[-0.509],0.319,0.2,0.85,205
0,74,[-0.3518],[-0.366],0.284,0.2,0.85,205
0,53,[0.8644],[0.863],0.059,0.2,0.85,206
0,50,[0.5222],[0.542],0.272,0.2,0.85,206
0,1,[0.133],[0.083],0.259,0.2,0.85,206
0,61,[0.3022],[0.267],0.45,0.2,0.85,206
0,76,[-0.6328],[-0.611],0.111,0.2,0.85,204
0,57,[0.4798],[0.489],0.426,0.2,0.85,206
0,41,[-0.4342],[-0.469],0.384,0.2,0.85,205
0,52,[-0.1892],[-0.186],0.128,0.2,0.85,205
0,69,[-0.6488],[-0.614],0.199,0.2,0.85,204
0,24,[0.32080000000000003],[0.326],0.081,0.2,0.85,206
0,71,[0.655],[0.708],0.342,0.2,0.85,206
0,30,[-0.43739999999999996],[-0.473],0.409,0.2,0.85,205
0,20,[-0.74],[-0.728],0.295,0.2,0.85,204
0,64,[-0.668],[-0.638],0.513,0.2,0.85,204
0,39,[0.291],[0.291],0.01,0.2,0.85,206
0,67,[-0.7432],[-0.732],0.452,0.2,0.85,204
0,31,[0.395],[0.39],0.245,0.2,0.85,206
0,29,[-0.4686],[-0.512],0.333,0.2,0.85,205
0,46,[-0.2368],[-0.229],0.094,0.2,0.85,205
0,82,[-0.9634],[-0.999],0.16,0.2,0.85,204
0,65,[0.2722],[0.233],0.367,0.2,0.85,206
0,40,[-0.7408],[-0.729],0.197,0.2,0.85,204
0,47,[0.2774],[0.236],0.475,0.2,0.85,206
0,17,[-0.8904000000000001],[-0.916],0.389,0.2,0.85,204
0,59,[-0.3502],[-0.364],0.421,0.2,0.85,205
0,27,[-0.2662],[-0.259],0.439,0.2,0.85,205
0,18,[-0.7368],[-0.724],0.162,0.2,0.85,204
0,25,[0.8438],[0.944],0.481,0.2,0.85,206
0,16,[-0.6192],[-0.577],0.328,0.2,0.85,204
0,84,[-0.72],[-0.703],0.516,0.2,0.85,204
0,79,[0.21639999999999998],[0.179],0.269,0.2,0.85,206
0,32,[-0.784],[-0.783],0.524,0.2,0.85,204
0,19,[-0.4334],[-0.468],0.587,0.2,0.85,205
0,14,[-0.8008000000000001],[-0.804],0.153,0.2,0.85,204
0,51,[0.2526],[0.205],0.433,0.2,0.85,206
0,33,[-0.29419999999999996],[-0.294],0.261,0.2,0.85,205
0,58,[-0.8311999999999999],[-0.842],0.491,0.2,0.85,204
0,23,[-0.15339999999999998],[-0.118],0.232,0.2,0.85,205
0,36,[-0.48460000000000003],[-0.532],0.468,0.2,0.85,205
0,63,[0.563],[0.593],0.297,0.2,0.85,206
0,10,[0.2062],[0.189],0.15,0.2,0.85,206
0,100,[-0.7704],[-0.766],0.277,0.2,0.85,204
0,95,[-0.33340000000000003],[-0.343],0.529,0.2,0.85,205
0,83,[0.28240000000000004],[0.27],0.176,0.2,0.85,206
0,42,[-0.9184],[-0.951],0.362,0.2,0.85,204
0,66,[-0.9],[-0.928],0.329,0.2,0.85,204
0,15,[-0.9568],[-0.999],0.511,0.2,0.85,204
0,72,[-0.3038],[-0.306],0.19,0.2,0.85,205
0,80,[0.6534],[0.694],0.254,0.2,0.85,206
0,34,[0.8104],[0.835],0.165,0.2,0.85,206
0,35,[-0.42860000000000004],[-0.462],0.342,0.2,0.85,205
0,68,[-0.8056000000000001],[-0.81],0.285,0.2,0.85,204
0,8,[0.2538],[0.255],0.047,0.2,0.85,206
0,91,[-0.7216],[-0.705],0.626,0.2,0.85,204
