random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.1
boundary-distribution,normal
SPIRO-mean,0.85
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,80,[0.6516],[0.694],0.269,0.2,0.85,206
0,70,[0.41259999999999997],[0.412],0.247,0.2,0.85,206
0,54,[-0.139],[-0.1],0.392,0.2,0.85,205
0,77,[-0.010400000000000001],[0.013],0.137,0.2,0.85,205
0,55,[-0.058199999999999995],[-0.014],0.229,0.2,0.85,205
0,21,[-0.4662],[-0.509],0.313,0.2,0.85,205
0,17,[-0.8904000000000001],[-0.916],0.359,0.2,0.85,204
0,27,[-0.2662],[-0.259],0.392,0.2,0.85,205
0,97,[-0.3758],[-0.396],0.238,0.2,0.85,205
0,60,[-0.0442],[-0.012],0.17,0.2,0.85,205
0,72,[-0.3038],[-0.306],0.227,0.2,0.85,205
0,43,[-0.7616],[-0.755],0.4,0.2,0.85,204
0,39,[0.28959999999999997],[0.291],0.107,0.2,0.85,206
0,8,[0.259],[0.255],0.131,0.2,0.85,206
0,19,[-0.4334],[-0.468],0.491,0.2,0.85,205
0,73,[-0.8344],[-0.846],0.423,0.2,0.85,204
0,13,[0.5686],[0.6],0.276,0.2,0.85,206
0,30,[-0.43739999999999996],[-0.473],0.372,0.2,0.85,205
0,56,[0.2402],[0.206],0.274,0.2,0.85,206
0,40,[-0.7408],[-0.729],0.231,0.2,0.85,204
0,79,[0.2186],[0.179],0.279,0.2,0.85,206
0,32,[-0.784],[-0.783],0.449,0.2,0.85,204
0,48,[-0.03380000000000001],[0.019],0.25,0.2,0.85,205
0,81,[-0.824],[-0.833],0.198,0.2,0.85,204
0,96,[0.30060000000000003],[0.265],0.512,0.2,0.85,206
0,93,[0.6918],[0.71],0.173,0.2,0.85,206
0,9,[-0.9504],[-0.991],0.325,0.2,0.85,204
0,44,[-0.7296],[-0.715],0.342,0.2,0.85,204
0,6,[-0.3246],[-0.332],0.315,0.2,0.85,205
0,20,[-0.74],[-0.728],0.296,0.2,0.85,204
0,46,[-0.2422],[-0.229],0.163,0.2,0.85,205
0,2,[-0.4542],[-0.494],0.473,0.2,0.85,205
0,71,[0.655],[0.708],0.328,0.2,0.85,206
0,14,[-0.8008000000000001],[-0.804],0.202,0.2,0.85,204
0,45,[0.41659999999999997],[0.41],0.463,0.2,0.85,206
0,23,[-0.15339999999999998],[-0.118],0.254,0.2,0.85,205
0,31,[0.395],[0.39],0.263,0.2,0.85,206
0,87,[0.44020000000000004],[0.449],0.166,0.2,0.85,206
0,66,[-0.9],[-0.928],0.319,0.2,0.85,204
0,36,[-0.48460000000000003],[-0.532],0.412,0.2,0.85,205
0,41,[-0.4342],[-0.469],0.356,0.2,0.85,205
