"BehaviorSpace results (NetLogo 6.3.0)"
"groupFormation_identityPaper_reducedModel.nlogo"
"Step4.1_b026_IndID-hetPar_RS31-40"
"02/04/2023 15:54:38:824 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","Number_Of_Agents","HK_opinion_distribution?","Boundary_Mean","Use_Present_Opinion?","Boundary_Distribution","Boundary_STD","Conformity_Distribution","Conformity_Mean","Conformity_STD","Use_Identity?","Identity_Type","SPIRO_Distribution","SPIRO_Mean","SPIRO_STD","Identity_Levels","Minimum_SPIRO","Maximum_SPIRO","Proportion_Of_High_Covert_SPIRO","centroid_color?","N_centroids","killing_centroids?","avoid_seed_control?","updating","set-seed?","polar_repeats","Normalize_Distances?","Y-opinion","X-opinion","Number_Of_Opinion_Dimensions","model","max-ticks","Centroids_change","polarisation-each-n-steps","show_dice_rolls?","ESBG_furthest_out","[step]","ticks","precision diversity 3","precision extremness 3","precision ESBG_polarisation 3","precision mean [own-boundary] of turtles 3","precision standard-deviation [own-boundary] of turtles 3","precision mean [own-conformity] of turtles 3","precision standard-deviation [own-conformity] of turtles 3","SPIRO_0.15","SPIRO_0.25","SPIRO_0.35","SPIRO_0.45","SPIRO_0.55","SPIRO_0.65","SPIRO_0.75","SPIRO_0.85"
"13","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.61","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","0","0","0","0","101","0","0"
"17","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.73","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.552","0.451","0.345","0.24","0","0.2","0","0","0","0","0","0","0","101","0"
"9","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.49","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","0","0","101","0","0","0","0"
"1","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.25","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","101","0","0","0","0","0","0"
"5","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.37","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","0","101","0","0","0","0","0"
"21","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.85","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.567","0.505","0.405","0.24","0","0.2","0","0","0","0","0","0","0","0","101"
"14","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.61","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","0","0","3","40","55","3","0"
"22","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.85","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.542","0.438","0.29","0.24","0","0.2","0","0","0","0","0","0","0","15","86"
"18","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.73","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.432","0.403","0.303","0.24","0","0.2","0","0","0","0","0","0","22","73","6"
"10","31","101","true","0.24","false","normal","0","normal","0.2","0","true","individual","normal","0.49","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.505","0.505","0.24","0","0.2","0","0","0","5","53","43","0","0","0"
