random-seed,2
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.05
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,47,[0.707],[0.737],0.243,0.2,0.25,203
0,59,[0.528],[0.541],0.274,0.2,0.25,203
0,90,[-0.5628],[-0.563],0.215,0.2,0.25,204
0,84,[0.3374],[0.31],0.3,0.2,0.25,203
0,39,[0.45480000000000004],[0.452],0.255,0.2,0.25,203
0,10,[0.0878],[0.052],0.209,0.2,0.25,203
0,60,[-0.3596],[-0.349],0.238,0.2,0.25,204
0,63,[-0.4914],[-0.488],0.261,0.2,0.25,204
0,52,[0.4976],[0.503],0.334,0.2,0.25,203
0,78,[0.6316],[0.647],0.218,0.2,0.25,203
0,42,[0.2908],[0.254],0.321,0.2,0.25,203
0,15,[-0.493],[-0.49],0.297,0.2,0.25,204
0,7,[-0.1696],[-0.126],0.281,0.2,0.25,204
0,20,[-0.175],[-0.127],0.318,0.2,0.25,204
0,96,[-0.6504000000000001],[-0.682],0.299,0.2,0.25,204
0,38,[-0.318],[-0.279],0.331,0.2,0.25,204
0,53,[-0.34840000000000004],[-0.335],0.247,0.2,0.25,204
0,67,[0.6712],[0.72],0.341,0.2,0.25,203
0,17,[0.3166],[0.291],0.288,0.2,0.25,203
0,97,[0.2926],[0.254],0.339,0.2,0.25,203
0,72,[-0.4834],[-0.478],0.304,0.2,0.25,204
0,68,[0.8346],[0.877],0.278,0.2,0.25,203
0,75,[-0.2478],[-0.218],0.275,0.2,0.25,204
0,25,[0.647],[0.677],0.284,0.2,0.25,203
0,98,[-0.315],[-0.302],0.239,0.2,0.25,204
0,91,[0.2828],[0.244],0.319,0.2,0.25,203
0,34,[0.1504],[0.104],0.282,0.2,0.25,203
0,5,[-0.8104],[-0.86],0.311,0.2,0.25,204
0,13,[-0.32],[-0.284],0.312,0.2,0.25,204
0,41,[-0.465],[-0.455],0.356,0.2,0.25,204
0,54,[-0.4354],[-0.418],0.29,0.2,0.25,204
0,1,[0.36519999999999997],[0.347],0.266,0.2,0.25,203
0,3,[0.5992],[0.63],0.392,0.2,0.25,203
0,11,[-0.7888],[-0.833],0.301,0.2,0.25,204
0,94,[0.632],[0.671],0.39,0.2,0.25,203
0,95,[-0.46740000000000004],[-0.458],0.282,0.2,0.25,204
0,19,[-0.2474],[-0.183],0.449,0.2,0.25,204
0,69,[-0.8154],[-0.859],0.281,0.2,0.25,204
0,58,[0.21700000000000003],[0.171],0.309,0.2,0.25,203
0,66,[0.4236],[0.413],0.291,0.2,0.25,203
0,8,[0.6106],[0.638],0.288,0.2,0.25,203
0,9,[0.8822000000000001],[0.934],0.282,0.2,0.25,203
